0	258	0.0	0.0000000000	0.0000000000
1	1405	0.0	0.0000000000	0.0000000000
2	757	0.0	0.0000000000	0.0000000000
3	1570	0.0	0.0000000000	0.0000000000
4	944	0.1	0.0622018925	0.0947040250
5	3109	0.0	0.0000000000	0.0000000000
6	2306	0.0	0.0000000000	0.0000000000
7	5052	0.0	0.0000000000	0.0000000000
8	3043	0.0	0.0000000000	0.0000000000
9	2089	0.0	0.0000000000	0.0000000000
10	249	0.1	0.1179544388	0.0755903787
11	1267	0.0	0.0000000000	0.0000000000
12	3456	0.1	0.0051913346	0.0815373168
13	3406	0.1	0.0266883362	0.1220305616
14	4167	0.1	0.2088028364	0.1045289584
15	114	0.0	0.0000000000	0.0000000000
16	3345	0.0	0.0000000000	0.0000000000
17	2628	0.1	0.0313361984	0.1065094094
18	711	0.1	0.0375656158	0.0953828434
19	4858	0.0	0.0000000000	0.0000000000
20	2929	0.0	0.0000000000	0.0000000000
21	3777	0.0	0.0000000000	0.0000000000
22	4244	0.1	0.2657276999	0.1068950464
23	1441	0.0	0.0000000000	0.0000000000
24	3991	0.1	0.1449692868	0.1030265907
25	4837	0.1	0.1152422033	0.1050202789
26	953	0.0	0.0000000000	0.0000000000
27	1220	0.1	0.1058733519	0.1054876174
28	156	0.0	0.0000000000	0.0000000000
29	3419	0.0	0.0000000000	0.0000000000
30	3321	0.0	0.0000000000	0.0000000000
31	3177	0.0	0.0000000000	0.0000000000
32	284	0.0	0.0000000000	0.0000000000
33	4100	0.0	0.0000000000	0.0000000000
34	5417	0.0	0.0000000000	0.0000000000
35	4499	0.0	0.0000000000	0.0000000000
36	4683	0.1	0.1300229529	0.0997873497
37	1156	0.0	0.0000000000	0.0000000000
38	4021	0.0	0.0000000000	0.0000000000
39	1243	0.1	0.0389941037	0.1033690296
40	3603	0.0	0.0000000000	0.0000000000
41	3378	0.0	0.0000000000	0.0000000000
42	2289	0.0	0.0000000000	0.0000000000
43	2557	0.0	0.0000000000	0.0000000000
44	3480	0.0	0.0000000000	0.0000000000
45	5261	0.0	0.0000000000	0.0000000000
46	3314	0.0	0.0000000000	0.0000000000
47	857	0.0	0.0000000000	0.0000000000
48	1983	0.0	0.0000000000	0.0000000000
49	1373	0.0	0.0000000000	0.0000000000
50	1100	0.0	0.0000000000	0.0000000000
51	264	0.0	0.0000000000	0.0000000000
52	3616	0.0	0.0000000000	0.0000000000
53	3085	0.0	0.0000000000	0.0000000000
54	4910	0.1	0.1301750592	0.1024911871
55	738	0.0	0.0000000000	0.0000000000
56	4538	0.0	0.0000000000	0.0000000000
57	3529	0.0	0.0000000000	0.0000000000
58	1250	0.0	0.0000000000	0.0000000000
59	5473	0.1	0.1564030893	0.0959879755
60	981	0.0	0.0000000000	0.0000000000
61	793	0.0	0.0000000000	0.0000000000
62	2598	0.0	0.0000000000	0.0000000000
63	1281	0.0	0.0000000000	0.0000000000
64	3195	0.0	0.0000000000	0.0000000000
65	4899	0.0	0.0000000000	0.0000000000
66	3307	0.0	0.0000000000	0.0000000000
67	4380	0.1	0.2808181701	0.0868841536
68	3387	0.1	0.0149315061	0.0952424622
69	3498	0.0	0.0000000000	0.0000000000
70	2418	0.0	0.0000000000	0.0000000000
71	1274	0.1	0.0542257989	0.1046755563
72	2487	0.0	0.0000000000	0.0000000000
73	4121	0.0	0.0000000000	0.0000000000
74	4675	0.0	0.0000000000	0.0000000000
75	3858	0.0	0.0000000000	0.0000000000
76	3417	0.0	0.0000000000	0.0000000000
77	2984	0.0	0.0000000000	0.0000000000
78	632	0.1	0.1120203091	0.0960839030
79	3257	0.1	0.2350339672	0.0939713729
80	5350	0.1	0.0556722053	0.0988849555
81	4629	0.1	0.0409775082	0.0924062501
82	1066	0.0	0.0000000000	0.0000000000
83	1173	0.0	0.0000000000	0.0000000000
84	497	0.0	0.0000000000	0.0000000000
85	2307	0.0	0.0000000000	0.0000000000
86	3139	0.1	0.0671825304	0.1087847530
87	4643	0.0	0.0000000000	0.0000000000
88	3989	0.0	0.0000000000	0.0000000000
89	5501	0.0	0.0000000000	0.0000000000
90	3377	0.0	0.0000000000	0.0000000000
91	1117	0.1	0.1757115617	0.0921713101
92	5607	0.0	0.0000000000	0.0000000000
93	3090	0.0	0.0000000000	0.0000000000
94	2135	0.0	0.0000000000	0.0000000000
95	2294	0.1	0.0937751307	0.0968546335
96	516	0.0	0.0000000000	0.0000000000
97	3392	0.0	0.0000000000	0.0000000000
98	4513	0.0	0.0000000000	0.0000000000
99	625	0.1	0.0237896204	0.1042054027
100	2259	0.0	0.0000000000	0.0000000000
101	4014	0.0	0.0000000000	0.0000000000
102	760	0.0	0.0000000000	0.0000000000
103	5495	0.0	0.0000000000	0.0000000000
104	3272	0.0	0.0000000000	0.0000000000
105	3906	0.0	0.0000000000	0.0000000000
106	2051	0.0	0.0000000000	0.0000000000
107	214	0.1	0.1668270746	0.1176815355
108	91	0.0	0.0000000000	0.0000000000
109	2835	0.0	0.0000000000	0.0000000000
110	3789	0.1	0.1788087173	0.0945494435
111	3528	0.0	0.0000000000	0.0000000000
112	583	0.0	0.0000000000	0.0000000000
113	743	0.0	0.0000000000	0.0000000000
114	3750	0.0	0.0000000000	0.0000000000
115	1006	0.1	0.0840392860	0.0942409852
116	3927	0.0	0.0000000000	0.0000000000
117	2055	0.0	0.0000000000	0.0000000000
118	155	0.0	0.0000000000	0.0000000000
119	2675	0.0	0.0000000000	0.0000000000
120	3036	0.0	0.0000000000	0.0000000000
121	1966	0.1	0.0119206655	0.1059180121
122	189	0.1	0.1706905178	0.0987138451
123	3608	0.0	0.0000000000	0.0000000000
124	5372	0.0	0.0000000000	0.0000000000
125	989	0.0	0.0000000000	0.0000000000
126	5330	0.0	0.0000000000	0.0000000000
127	758	0.1	0.1270956664	0.0946245683
128	3299	0.0	0.0000000000	0.0000000000
129	702	0.0	0.0000000000	0.0000000000
130	4170	0.0	0.0000000000	0.0000000000
131	848	0.0	0.0000000000	0.0000000000
132	424	0.1	0.0877534381	0.1159045354
133	3709	0.0	0.0000000000	0.0000000000
134	3245	0.1	0.0868845928	0.1200987079
135	2493	0.0	0.0000000000	0.0000000000
136	4385	0.0	0.0000000000	0.0000000000
137	2558	0.1	0.1073231848	0.1086880705
138	1715	0.0	0.0000000000	0.0000000000
139	4453	0.0	0.0000000000	0.0000000000
140	3504	0.0	0.0000000000	0.0000000000
141	453	0.0	0.0000000000	0.0000000000
142	4384	0.0	0.0000000000	0.0000000000
143	1562	0.0	0.0000000000	0.0000000000
144	744	0.0	0.0000000000	0.0000000000
145	3052	0.0	0.0000000000	0.0000000000
146	2211	0.1	0.1018491546	0.1079625337
147	2463	0.0	0.0000000000	0.0000000000
148	4974	0.1	0.2128707817	0.1080555087
149	4500	0.1	0.1103978017	0.0917386402
150	4391	0.0	0.0000000000	0.0000000000
151	1724	0.0	0.0000000000	0.0000000000
152	1268	0.1	0.1225943015	0.0993098646
